WCA16_00_0.5,highly sensitive,1,0.2222222222222222
WCA16_00_0.5,highly sensitive,3,0.125
WCA16_00_0.5,normal,0,0.42105263157894735
WCA16_00_0.5,normal,2,0.23776223776223776
WCA16_00_0.5,normal,3,0.38650306748466257
WCA16_00_0.5,sensitive,0,0.07777777777777778
WCA16_00_0.5,sensitive,1,0.2
WCA16_00_0.5,sensitive,2,0.24210526315789474
WCA16_00_0.5,sensitive,3,0.33587786259541985
WCA16_05_0.0,highly sensitive,0,0.07692307692307693
WCA16_05_0.0,highly sensitive,1,0.5555555555555556
WCA16_05_0.0,highly sensitive,3,0.3125
WCA16_05_0.0,normal,0,0.3157894736842105
WCA16_05_0.0,normal,2,0.2097902097902098
WCA16_05_0.0,normal,3,0.32515337423312884
WCA16_05_0.0,sensitive,0,0.08888888888888889
WCA16_05_0.0,sensitive,1,0.4
WCA16_05_0.0,sensitive,2,0.23157894736842105
WCA16_05_0.0,sensitive,3,0.24427480916030533
WCA16_05_0.5,highly sensitive,0,0.07692307692307693
WCA16_05_0.5,highly sensitive,1,0.5555555555555556
WCA16_05_0.5,highly sensitive,3,0.3125
WCA16_05_0.5,normal,0,0.3157894736842105
WCA16_05_0.5,normal,2,0.2097902097902098
WCA16_05_0.5,normal,3,0.32515337423312884
WCA16_05_0.5,sensitive,0,0.08888888888888889
WCA16_05_0.5,sensitive,1,0.4
WCA16_05_0.5,sensitive,2,0.23157894736842105
WCA16_05_0.5,sensitive,3,0.24427480916030533
